person_id,first_name,last_name,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
77100,Tony,Jackson,TonyJackson,JacksonTony,TJackson,tonyjackson,19580117000000,FloridaState,USA,FloridaStateUSA,60,170.0,1.0,23,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,LosAngeles,HISTADDtonyjackson,1980.0,1980.0,N,Y,Y,1980,4,87,N
77110,Tracy,Jackson,TracyJackson,JacksonTracy,TJackson,tracyjackson,19590421000000,NotreDame,USA,NotreDameUSA,66,205.0,3.0,7,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADDtracyjackson,1981.0,1983.0,N,Y,Y,1981,2,25,N
77111,Wardell,Jackson,WardellJackson,JacksonWardell,WJackson,wardelljackson,19510718000000,OhioState,USA,OhioStateUSA,67,200.0,1.0,30,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADDwardelljackson,1974.0,1974.0,N,Y,Y,1974,6,98,N
1628991,Jaren,JacksonJr,JarenJacksonJr,JacksonJrJaren,JJacksonJr,jarenjacksonjr,19990915000000,MichiganState,USA,MichiganStateUSA,610,242.0,5.0,13,ForwardCenter,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,jarenjacksonjr,2018.0,2023.0,N,Y,Y,2018,1,4,N
2418,Casey,Jacobsen,CaseyJacobsen,JacobsenCasey,CJacobsen,caseyjacobsen,19810319000000,Stanford,USA,StanfordUSA,66,215.0,5.0,23,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,caseyjacobsen,2002.0,2007.0,N,Y,Y,2002,1,22,N
77114,Dave,Jamerson,DaveJamerson,JamersonDave,DJamerson,davejamerson,19670813000000,Ohio,USA,OhioUSA,65,190.0,3.0,24,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADDdavejamerson,1990.0,1993.0,N,Y,Y,1990,1,15,N
203108,Bernard,James,BernardJames,JamesBernard,BJames,bernardjames,19850207000000,FloridaState,USA,FloridaStateUSA,610,235.0,3.0,55,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,bernardjames,2012.0,2014.0,Y,Y,Y,2012,2,33,N
202345,Damion,James,DamionJames,JamesDamion,DJames,damionjames,19871007000000,TexasAustin,USA,TexasAustinUSA,67,225.0,4.0,7,Forward,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,damionjames,2010.0,2013.0,Y,Y,Y,2010,1,24,N
1629713,Justin,James,JustinJames,JamesJustin,JJames,justinjames,19970124000000,Wyoming,USA,WyomingUSA,67,190.0,3.0,10,GuardForward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,justinjames,2019.0,2020.0,Y,Y,Y,2019,2,40,N
2544,LeBron,James,LeBronJames,JamesLeBron,LJames,lebronjames,19841230000000,StVincentStMaryHSOH,USA,StVincentStMaryHSOHUSA,69,250.0,20.0,6,Forward,Active,N,1610612747,Lakers,LAL,lakers,LosAngeles,lebronjames,2003.0,2023.0,N,Y,Y,2003,1,1,Y
2229,Mike,James,MikeJames,JamesMike,MJames,mikejames,19750623000000,Duquesne,USA,DuquesneUSA,62,188.0,12.0,8,Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,mikejames,2001.0,2013.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628455,Mike,James,MikeJames,JamesMike,AJames,mikejames,19900818000000,Lamar,USA,LamarUSA,61,175.0,3.0,55,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,mikejames,2017.0,2020.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1906,Tim,James,TimJames,JamesTim,TJames,timjames,19761225000000,Miami,USA,MiamiUSA,67,214.0,4.0,25,Forward,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,timjames,1999.0,2002.0,N,Y,Y,1999,1,25,N
1942,Harold,Jamison,HaroldJamison,JamisonHarold,HJamison,haroldjamison,19761120000000,Clemson,USA,ClemsonUSA,69,269.0,3.0,40,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,LosAngeles,haroldjamison,1999.0,2002.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2060,Marko,Jaric,MarkoJaric,JaricMarko,MJaric,markojaric,19781210000000,VirtusBologna,Serbia,VirtusBolognaSerbia,67,224.0,8.0,55,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,markojaric,2002.0,2008.0,N,Y,Y,2000,2,30,N
77123,Tony,Jaros,TonyJaros,JarosTony,TJaros,tonyjaros,19200222000000,Minnesota,USA,MinnesotaUSA,63,185.0,4.0,13,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADDtonyjaros,1946.0,1950.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
201605,Nathan,Jawai,NathanJawai,JawaiNathan,NJawai,nathanjawai,19861010000000,MidlandTexas,Australia,MidlandTexasAustralia,610,280.0,3.0,15,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,nathanjawai,2008.0,2009.0,Y,Y,Y,2008,2,41,N
77126,Abdul,Jeelani,AbdulJeelani,JeelaniAbdul,AJeelani,abduljeelani,19540210000000,WisconsinParkside,USA,WisconsinParksideUSA,68,210.0,2.0,11,Forward,Inactive,N,1610612757,TrailBlazers,POR,blazers,Portland,HISTADDformerlygarycolejeelani,1979.0,1980.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2423,Chris,Jefferies,ChrisJefferies,JefferiesChris,CJefferies,chrisjefferies,19800213000000,FresnoState,USA,FresnoStateUSA,68,230.0,3.0,6,Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,chrisjefferies,2002.0,2003.0,N,Y,Y,2002,1,27,N
201785,Othyus,Jeffers,OthyusJeffers,JeffersOthyus,OJeffers,othyusjeffers,19850805000000,RobertMorrisChicago,USA,RobertMorrisChicagoUSA,65,210.0,3.0,0,GuardForward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,othyusjeffers,2009.0,2013.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2744,Al,Jefferson,AlJefferson,JeffersonAl,AJefferson,aljefferson,19850104000000,PrentissHSMS,USA,PrentissHSMSUSA,610,280.0,14.0,25,Center,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,aljefferson,2004.0,2017.0,N,Y,Y,2004,1,15,N
1629610,DaQuan,Jeffries,DaQuanJeffries,JeffriesDaQuan,DJeffries,daquanjeffries,19970830000000,Tulsa,USA,TulsaUSA,65,222.0,4.0,8,GuardForward,Active,N,1610612752,Knicks,NYK,knicks,NewYork,daquanjeffries,2019.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2407,Jared,Jeffries,JaredJeffries,JeffriesJared,JJeffries,jaredjeffries,19811125000000,Indiana,USA,IndianaUSA,611,240.0,12.0,1,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,NewYork,jaredjeffries,2002.0,2012.0,N,Y,Y,2002,1,11,N
202724,Charles,Jenkins,CharlesJenkins,JenkinsCharles,CJenkins,charlesjenkins,19890228000000,Hofstra,USA,HofstraUSA,63,215.0,3.0,31,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,GoldenState,charlesjenkins,2011.0,2012.0,N,Y,Y,2011,2,44,N
2798,Horace,Jenkins,HoraceJenkins,JenkinsHorace,HJenkins,horacejenkins,19741014000000,WilliamPaterson,USA,WilliamPatersonUSA,61,180.0,2.0,5,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,horacejenkins,2004.0,2004.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
203098,John,Jenkins,JohnJenkins,JenkinsJohn,JJenkins,johnjenkins,19910306000000,Vanderbilt,USA,VanderbiltUSA,64,215.0,7.0,30,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,johnjenkins,2012.0,2018.0,Y,Y,Y,2012,1,23,N
24,Keith,Jennings,KeithJennings,JenningsKeith,KJennings,keithjennings,19681102000000,EastTennesseeState,USA,EastTennesseeStateUSA,57,160.0,3.0,2,Guard,Inactive,N,1610612744,Warriors,GOS,warriors,GoldenState,keithjennings,1992.0,1994.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
77129,Les,Jepsen,LesJepsen,JepsenLes,LJepsen,lesjepsen,19670624000000,Iowa,USA,IowaUSA,70,237.0,2.0,51,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,HISTADDlesjepsen,1990.0,1991.0,N,Y,Y,1990,2,28,N
1629660,Ty,Jerome,TyJerome,JeromeTy,TJerome,tyjerome,19970708000000,Virginia,USA,VirginiaUSA,65,195.0,4.0,10,GuardForward,Active,N,1610612744,Warriors,GSW,warriors,GoldenState,tyjerome,2019.0,2023.0,Y,Y,Y,2019,1,24,N
201998,Curtis,Jerrells,CurtisJerrells,JerrellsCurtis,CJerrells,curtisjerrells,19870205000000,Baylor,USA,BaylorUSA,61,195.0,1.0,5,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,SanAntonio,curtisjerrells,2009.0,2009.0,Y,N,Y,Undrafted,Undrafted,Undrafted,N
200817,Pooh,Jeter,PoohJeter,JeterPooh,PJeter,poohjeter,19831202000000,Portland,USA,PortlandUSA,511,175.0,2.0,5,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,poohjeter,2010.0,2010.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
101161,Amir,Johnson,AmirJohnson,JohnsonAmir,AJohnson,amirjohnson,19870501000000,NoCollege,USA,NoCollegeUSA,69,240.0,15.0,5,CenterForward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,amirjohnson,2005.0,2018.0,Y,Y,Y,2005,2,56,N
77131,Andy,Johnson,AndyJohnson,JohnsonAndy,AJohnson,andyjohnson,19310421000000,Portland,USA,PortlandUSA,65,215.0,4.0,12,Forward,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADDandyjohnson,1958.0,1961.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1533,Anthony,Johnson,AnthonyJohnson,JohnsonAnthony,AJohnson,anthonyjohnson,19741002000000,CollegeofCharleston,USA,CollegeofCharlestonUSA,63,195.0,14.0,8,Guard,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,anthonyjohnson,1997.0,2009.0,N,Y,Y,1997,2,39,N
202356,Armon,Johnson,ArmonJohnson,JohnsonArmon,AJohnson,armonjohnson,19890223000000,NevadaReno,USA,NevadaRenoUSA,63,195.0,3.0,7,Guard,Inactive,N,1610612757,TrailBlazers,POR,blazers,Portland,armonjohnson,2010.0,2011.0,Y,Y,Y,2010,2,34,N
77132,Arnie,Johnson,ArnieJohnson,JohnsonArnie,AJohnson,arniejohnson,19200517000000,BemidjiState,USA,BemidjiStateUSA,65,236.0,5.0,12,Forward,Inactive,N,1610612758,Royals,ROC,kings,Rochester,HISTADDarniejohnson,1948.0,1952.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
422,Avery,Johnson,AveryJohnson,JohnsonAvery,AJohnson,averyjohnson,19650325000000,Southern,USA,SouthernUSA,511,185.0,17.0,6,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,SanAntonio,averyjohnson,1988.0,2003.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
77130,Buck,Johnson,BuckJohnson,JohnsonBuck,BJohnson,buckjohnson,19640103000000,Alabama,USA,AlabamaUSA,67,190.0,7.0,2,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADDbuckjohnson,1986.0,1992.0,N,Y,Y,1986,1,20,N
1629661,Cameron,Johnson,CameronJohnson,JohnsonCameron,CJohnson,cameronjohnson,19960303000000,NorthCarolina,USA,NorthCarolinaUSA,68,210.0,4.0,2,Forward,Active,N,1610612751,Nets,BKN,nets,Brooklyn,cameronjohnson,2019.0,2023.0,N,Y,Y,2019,1,11,N
77133,Charlie,Johnson,CharlieJohnson,JohnsonCharlie,CJohnson,charliejohnson,19490331000000,California,USA,CaliforniaUSA,60,170.0,7.0,15,Guard,Inactive,N,1610612744,Warriors,GOS,warriors,GoldenState,HISTADDcharliejohnson,1972.0,1978.0,N,Y,Y,1971,6,93,N
202419,Chris,Johnson,ChrisJohnson,JohnsonChris,CJohnson,chrisjohnson,19850717000000,LouisianaState,USA,LouisianaStateUSA,611,210.0,4.0,20,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,chrisjohnson,2010.0,2012.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203187,Chris,Johnson,ChrisJohnson,JohnsonChris,CJohnson,chrisjohnson,19900429000000,Dayton,USA,DaytonUSA,66,206.0,5.0,23,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,chrisjohnson,2012.0,2015.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
77135,Clay,Johnson,ClayJohnson,JohnsonClay,CJohnson,clayjohnson,19560718000000,Missouri,USA,MissouriUSA,64,175.0,3.0,34,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,LosAngeles,HISTADDclaytonjohnson,1981.0,1983.0,N,Y,Y,1978,5,110,N
77136,Clemon,Johnson,ClemonJohnson,JohnsonClemon,CJohnson,clemonjohnson,19560912000000,FloridaAM,USA,FloridaAMUSA,610,240.0,10.0,45,Center,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,HISTADDclemonjohnson,1978.0,1987.0,N,Y,Y,1978,2,44,N
1626177,Dakari,Johnson,DakariJohnson,JohnsonDakari,DJohnson,dakarijohnson,19950922000000,Kentucky,USA,KentuckyUSA,70,255.0,1.0,44,Center,Inactive,N,1610612760,Thunder,OKC,thunder,OklahomaCity,dakarijohnson,2017.0,2017.0,Y,Y,Y,2015,2,48,N
683,Darryl,Johnson,DarrylJohnson,JohnsonDarryl,DJohnson,darryljohnson,19651026000000,MichiganState,USA,MichiganStateUSA,61,170.0,1.0,30,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,darryljohnson,1995.0,1995.0,N,Y,Y,1987,3,58,N
77139,David,Johnson,DavidJohnson,JohnsonDavid,DJohnson,davidjohnson,19211206000000,Huntington,USA,HuntingtonUSA,511,170.0,4.0,5,Guard,Inactive,N,1610612765,Pistons,FTW,pistons,FtWayneZollner,HISTADDboagjohnson,1949.0,1952.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
77141,Dennis,Johnson,DennisJohnson,JohnsonDennis,DJohnson,dennisjohnson,19540918000000,Pepperdine,USA,PepperdineUSA,64,185.0,14.0,3,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADDdennisjohnson,1976.0,1989.0,N,Y,Y,1976,2,29,N
2035,DerMarr,Johnson,DerMarrJohnson,JohnsonDerMarr,DJohnson,dermarrjohnson,19800505000000,Cincinnati,USA,CincinnatiUSA,69,210.0,8.0,1,ForwardGuard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,dermarrjohnson,2000.0,2007.0,Y,Y,Y,2000,1,6,N
77144,Eddie,Johnson,EddieJohnson,JohnsonEddie,EJohnson,eddiejohnson,19550224000000,Auburn,USA,AuburnUSA,62,180.0,10.0,15,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADDeddiejohnson,1977.0,1986.0,N,Y,Y,1977,3,49,N
77146,Frank,Johnson,FrankJohnson,JohnsonFrank,FJohnson,frankjohnson,19581123000000,WakeForest,USA,WakeForestUSA,63,185.0,10.0,3,Guard,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADDfrankjohnson,1981.0,1993.0,N,Y,Y,1981,1,11,N
77147,George,Johnson,GeorgeJohnson,JohnsonGeorge,GJohnson,georgejohnson,19470619000000,StephenFAustin,USA,StephenFAustinUSA,611,245.0,3.0,6,Center,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADDgeorgejohnson,1970.0,1973.0,N,Y,Y,1970,1,9,N
77150,Gus,Johnson,GusJohnson,JohnsonGus,GJohnson,gusjohnson,19351213000000,Idaho,USA,IdahoUSA,66,230.0,10.0,25,Forward,Inactive,N,1610612764,Bullets,BLT,wizards,Baltimore,HISTADDgusjohnson,1963.0,1972.0,N,Y,Y,1963,2,10,N
201274,Ivan,Johnson,IvanJohnson,JohnsonIvan,IJohnson,ivanjohnson,19840410000000,CaliforniaStateSanBernardino,USA,CaliforniaStateSanBernardinoUSA,68,255.0,3.0,44,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,ivanjohnson,2011.0,2012.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202707,JaJuan,Johnson,JaJuanJohnson,JohnsonJaJuan,JJohnson,jajuanjohnson,19890208000000,Purdue,USA,PurdueUSA,610,221.0,2.0,12,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,jajuanjohnson,2011.0,2011.0,Y,Y,Y,2011,1,27,N
1630552,Jalen,Johnson,JalenJohnson,JohnsonJalen,JJohnson,jalenjohnson,20011218000000,Duke,USA,DukeUSA,68,219.0,2.0,1,Forward,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,jalenjohnson,2021.0,2023.0,Y,Y,Y,2021,1,20,N
201949,James,Johnson,JamesJohnson,JohnsonJames,JJohnson,jamesjohnson,19870220000000,WakeForest,USA,WakeForestUSA,67,240.0,14.0,16,Forward,Active,N,1610612754,Pacers,IND,pacers,Indiana,jamesjohnson,2009.0,2023.0,Y,Y,Y,2009,1,16,N
77152,John,Johnson,JohnJohnson,JohnsonJohn,JJohnson,johnjohnson,19471018000000,Iowa,USA,IowaUSA,67,200.0,12.0,27,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADDjjjohnson,1970.0,1981.0,N,Y,Y,1970,1,7,N
77153,Kannard,Johnson,KannardJohnson,JohnsonKannard,KJohnson,kannardjohnson,19650624000000,WesternKentucky,USA,WesternKentuckyUSA,69,220.0,1.0,33,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADDkannardjohnson,1987.0,1987.0,N,Y,Y,1987,2,41,N
77154,Ken,Johnson,KenJohnson,JohnsonKen,KJohnson,kenjohnson,19621107000000,MichiganState,USA,MichiganStateUSA,68,240.0,1.0,00,Forward,Inactive,N,1610612757,TrailBlazers,POR,blazers,Portland,HISTADDduppkenjohnson,1985.0,1985.0,N,Y,Y,1985,2,28,N
1630553,Keon,Johnson,KeonJohnson,JohnsonKeon,KJohnson,keonjohnson,20020310000000,Tennessee,USA,TennesseeUSA,63,185.0,2.0,6,Guard,Active,N,1610612757,TrailBlazers,POR,blazers,Portland,keonjohnson,2021.0,2023.0,Y,Y,Y,2021,1,21,N
134,Kevin,Johnson,KevinJohnson,JohnsonKevin,KJohnson,kevinjohnson,19660304000000,California,USA,CaliforniaUSA,61,190.0,12.0,7,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,kevinjohnson,1987.0,1999.0,N,Y,Y,1987,1,7,N
913,Larry,Johnson,LarryJohnson,JohnsonLarry,LJohnson,larryjohnson,19690314000000,UNLV,USA,UNLVUSA,67,235.0,10.0,2,Forward,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,larryjohnson,1991.0,2000.0,N,Y,Y,1991,1,1,N
77156,Larry,Johnson,LarryJohnson,JohnsonLarry,LJohnson,larryjohnson,19541128000000,Kentucky,USA,KentuckyUSA,63,205.0,1.0,10,Guard,Inactive,N,1610612746,Braves,BUF,clippers,Buffalo,HISTADDdupplarryjohnson,1977.0,1977.0,N,Y,Y,1977,2,24,N
2669,Linton,Johnson,LintonJohnson,JohnsonLinton,LJohnson,lintonjohnson,19800613000000,Tulane,USA,TulaneUSA,68,205.0,7.0,54,Forward,Inactive,N,1610612740,Hornets,NOK,pelicans,NewOrleansOklahomaCity,lintonjohnson,2003.0,2008.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
77159,Lynbert,Johnson,LynbertJohnson,JohnsonLynbert,LJohnson,lynbertjohnson,19570907000000,WichitaState,USA,WichitaStateUSA,65,195.0,1.0,21,Forward,Inactive,N,1610612744,Warriors,GOS,warriors,GoldenState,HISTADDcheesejohnson,1979.0,1979.0,N,Y,Y,1979,3,54,N
77142,Magic,Johnson,MagicJohnson,JohnsonMagic,MJohnson,magicjohnson,19590814000000,MichiganState,USA,MichiganStateUSA,69,220.0,13.0,32,ForwardGuard,Inactive,N,1610612747,Lakers,LAL,lakers,LosAngeles,HISTADDmagicjohnson,1979.0,1995.0,N,Y,Y,1979,1,1,Y
77160,Marques,Johnson,MarquesJohnson,JohnsonMarques,MJohnson,marquesjohnson,19560208000000,UCLA,USA,UCLAUSA,67,218.0,11.0,8,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADDmarquesjohnson,1977.0,1989.0,N,Y,Y,1977,1,3,N
77168,Mickey,Johnson,MickeyJohnson,JohnsonMickey,MJohnson,mickeyjohnson,19520831000000,Aurora,USA,AuroraUSA,610,190.0,12.0,43,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADDmickeyjohnson,1974.0,1985.0,N,Y,Y,1974,4,56,N
77161,Neil,Johnson,NeilJohnson,JohnsonNeil,NJohnson,neiljohnson,19430417000000,Creighton,USA,CreightonUSA,67,220.0,4.0,11,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADDneiljohnson,1966.0,1969.0,N,Y,Y,1966,2,15,N
203910,Nick,Johnson,NickJohnson,JohnsonNick,NJohnson,nickjohnson,19921222000000,Arizona,USA,ArizonaUSA,63,202.0,2.0,3,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,nickjohnson,2014.0,2014.0,Y,Y,Y,2014,2,42,N
77163,Reggie,Johnson,ReggieJohnson,JohnsonReggie,RJohnson,reggiejohnson,19570625000000,Tennessee,USA,TennesseeUSA,69,205.0,4.0,33,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,SanAntonio,HISTADDreggiejohnson,1980.0,1983.0,N,Y,Y,1980,1,15,N
77164,Rich,Johnson,RichJohnson,JohnsonRich,RJohnson,richjohnson,19461218000000,Grambling,USA,GramblingUSA,67,210.0,3.0,26,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADDrichjohnson,1968.0,1970.0,N,Y,Y,1968,4,46,N
77165,Ron,Johnson,RonJohnson,JohnsonRon,RJohnson,ronjohnson,19380720000000,Minnesota,USA,MinnesotaUSA,68,215.0,1.0,52,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,LosAngeles,HISTADDronjohnson,1960.0,1960.0,N,Y,Y,1960,2,12,N
77166,Steffond,Johnson,SteffondJohnson,JohnsonSteffond,SJohnson,steffondjohnson,19621104000000,SanDiegoState,USA,SanDiegoStateUSA,68,240.0,1.0,31,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,LosAngeles,HISTADDsteffondjohnson,1986.0,1986.0,N,Y,Y,1986,5,100,N
77134,Steve,Johnson,SteveJohnson,JohnsonSteve,SJohnson,stevejohnson,19571103000000,OregonState,USA,OregonStateUSA,610,235.0,10.0,33,Center,Inactive,N,1610612758,Kings,KCK,kings,KansasCity,HISTADDstevejohnson,1981.0,1990.0,N,Y,Y,1981,1,7,N
77167,Vinnie,Johnson,VinnieJohnson,JohnsonVinnie,VJohnson,vinniejohnson,19560901000000,Baylor,USA,BaylorUSA,62,200.0,13.0,15,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADDvinniejohnson,1979.0,1991.0,N,Y,Y,1979,1,7,N
202325,Wesley,Johnson,WesleyJohnson,JohnsonWesley,WJohnson,wesleyjohnson,19870711000000,Syracuse,USA,SyracuseUSA,67,215.0,10.0,4,ForwardGuard,Inactive,N,1610612746,Clippers,LAC,clippers,LA,wesleyjohnson,2010.0,2018.0,N,Y,Y,2010,1,4,N
77170,Nate,Johnston,NateJohnston,JohnstonNate,NJohnston,natejohnston,19661218000000,Tampa,USA,TampaUSA,68,210.0,1.0,33,Center,Inactive,N,1610612757,TrailBlazers,POR,blazers,Portland,HISTADDnatejohnston,1989.0,1989.0,N,Y,Y,1988,3,59,N
77169,Neil,Johnston,NeilJohnston,JohnstonNeil,NJohnston,neiljohnston,19290204000000,OhioState,USA,OhioStateUSA,68,210.0,8.0,6,Center,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADDneiljohnston,1951.0,1958.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
77171,Jim,Johnstone,JimJohnstone,JohnstoneJim,JJohnstone,jimjohnstone,19600920000000,WakeForest,USA,WakeForestUSA,611,245.0,1.0,34,Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADDjimjohnstone,1982.0,1982.0,N,Y,Y,1982,3,51,N
203999,Nikola,Jokic,NikolaJokic,JokicNikola,NJokic,nikolajokic,19950219000000,MegaBasket,Serbia,MegaBasketSerbia,611,284.0,8.0,15,Center,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,nikolajokic,2015.0,2023.0,N,Y,Y,2014,2,41,N
77172,Howie,Jolliff,HowieJolliff,JolliffHowie,HJolliff,howiejolliff,19380720000000,Ohio,USA,OhioUSA,67,218.0,3.0,54,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,LosAngeles,HISTADDhowiejolliff,1960.0,1962.0,N,Y,Y,1960,7,50,N
2264,Alvin,Jones,AlvinJones,JonesAlvin,AJones,alvinjones,19780909000000,GeorgiaTech,USA,GeorgiaTechUSA,611,265.0,2.0,42,Center,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,alvinjones,2001.0,2002.0,N,Y,Y,2001,2,56,N
77173,Anthony,Jones,AnthonyJones,JonesAnthony,AJones,anthonyjones,19620913000000,UNLV,USA,UNLVUSA,66,195.0,3.0,21,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADDanthonyjones,1986.0,1989.0,N,Y,Y,1986,1,21,N
77174,Askia,Jones,AskiaJones,JonesAskia,AJones,askiajones,19711203000000,KansasState,USA,KansasStateUSA,65,200.0,1.0,2,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,HISTADDaskiajones,1994.0,1994.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
77180,Bill,Jones,BillJones,JonesBill,BJones,billjones,19660318000000,Iowa,USA,IowaUSA,67,175.0,1.0,20,Forward,Inactive,N,1610612751,Nets,NJN,nets,NewJersey,HISTADDbilljones,1988.0,1988.0,N,Y,Y,1968,7,90,N
77193,Bobby,Jones,BobbyJones,JonesBobby,BJones,bobbyjones,19511218000000,NorthCarolina,USA,NorthCarolinaUSA,69,210.0,10.0,24,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADDbobbyjones,1976.0,1985.0,N,Y,Y,1974,1,5,N
1630637,Carlik,Jones,CarlikJones,JonesCarlik,CJones,carlikjones,19971223000000,Louisville,USA,LouisvilleUSA,60,174.0,2.0,22,Guard,Active,N,1610612741,Bulls,CHI,bulls,Chicago,carlikjones,2021.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
279,Charles,Jones,CharlesJones,JonesCharles,CJones,charlesjones,19570403000000,AlbanyStateGA,USA,AlbanyStateGAUSA,69,215.0,15.0,27,ForwardCenter,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,charlesjones,1983.0,1997.0,N,Y,Y,1979,8,165,N
